CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,churn_probability,estimated_ltv,treatment_received,retained,uplift_score,uplift_net_ev,uplift_segment
704,44,9,153656.85,1,1,0,158742.81,0,False,True,False,0.6683704552517186,13829.1165,0,1,0.1276298375093425,1715.007891792768,Persuadables (TARGET)
614,44,6,118715.86,1,1,0,133591.11,1,True,False,False,0.8835428626168875,10684.4274,1,0,0.1625774575545783,1687.0470421184737,Persuadables (TARGET)
422,54,3,140014.42,1,0,1,86350.97,0,False,False,True,0.5283584112429616,12601.2978,1,1,0.1367350045640942,1673.038512196511,Persuadables (TARGET)
850,45,5,174088.3,4,1,0,5669.31,1,False,True,False,0.9087548477036352,15667.946999999998,0,0,0.1098731314999523,1671.4864010652832,Persuadables (TARGET)
445,48,7,168286.58,1,1,0,16645.77,1,True,False,False,0.8048649656942719,15145.7922,0,0,0.1135089174852543,1669.1824770786093,Persuadables (TARGET)
704,50,4,165438.26,1,1,0,120770.75,1,False,False,True,0.8151143271611994,14889.4434,0,0,0.1147875579616346,1659.1228472939783,Persuadables (TARGET)
641,41,7,104405.54,3,1,0,17384.21,0,True,False,True,0.550360117343073,9396.4986,1,1,0.1813129761719278,1653.7071267613535,Persuadables (TARGET)
698,31,8,185078.26,1,0,0,115337.74,1,False,True,False,0.5025949935280157,16657.043400000002,0,0,0.1012439422562931,1636.4247401501698,Persuadables (TARGET)
665,45,5,155447.65,2,1,0,51871.95,1,True,False,False,0.6853075256141281,13990.2885,0,0,0.1198846648806353,1627.2210484059062,Persuadables (TARGET)
720,57,1,162082.31,4,0,0,27145.73,1,True,False,False,0.9297927070386676,14587.407899999998,0,0,0.1147342006101709,1623.6745843809929,Persuadables (TARGET)
612,46,9,161450.03,1,1,1,96961.0,1,True,False,True,0.6849789669813069,14530.5027,0,0,0.1150431290907191,1621.6344978691427,Persuadables (TARGET)
794,41,7,176845.41,3,1,0,166526.26,1,False,False,False,0.9209148494502352,15916.086899999998,0,0,0.1037985251042551,1602.066345651157,Persuadables (TARGET)
646,44,2,113063.83,1,0,0,53072.49,1,True,False,False,0.8894438109257382,10175.7447,1,0,0.162049651801283,1598.9758854537513,Persuadables (TARGET)
695,49,9,159458.53,1,1,0,135841.35,0,False,False,True,0.7352116231428013,14351.2677,1,1,0.1146840388714789,1595.8613427618009,Persuadables (TARGET)
666,44,2,122314.5,1,0,0,68574.88,1,True,False,False,0.8919516095364576,11008.305,0,0,0.1477736888075783,1576.737837368909,Persuadables (TARGET)
536,44,4,121898.82,1,0,0,131007.18,0,True,False,False,0.8562557593920493,10970.893800000002,0,1,0.1474789319279865,1567.97569991937,Persuadables (TARGET)
712,49,5,154776.42,2,0,0,196257.68,0,True,False,False,0.5869798084372055,13929.877799999998,1,1,0.1160820473269733,1567.0087340385553,Persuadables (TARGET)
572,48,3,152827.99,1,1,0,38411.79,1,True,False,False,0.9151091020987426,13754.519099999998,0,0,0.1174138036114879,1564.9704043778595,Persuadables (TARGET)
545,44,2,127536.44,1,1,0,108398.63,0,True,False,False,0.8866174616491294,11478.2796,0,1,0.1401510042422973,1558.6924129138754,Persuadables (TARGET)
698,64,1,169362.43,1,1,0,84760.32,1,True,False,False,0.8539886338834971,15242.6187,0,0,0.1051020282090088,1552.0301405865655,Persuadables (TARGET)
588,44,8,154409.74,1,1,0,49324.03,1,False,False,True,0.6307285584014433,13896.8766,1,0,0.1143833141215805,1539.570801446642,Persuadables (TARGET)
578,31,5,102088.68,4,0,0,187866.21,1,True,False,False,0.796229101256941,9187.981199999998,0,0,0.1724642206292822,1534.598016814497,Persuadables (TARGET)
566,44,5,141428.99,2,0,0,68408.74,0,True,False,False,0.6661451155066302,12728.609099999998,0,1,0.1239076627577988,1527.1722037386494,Persuadables (TARGET)
753,44,3,138076.47,1,1,0,15523.09,1,True,False,True,0.8587785117271389,12426.8823,0,0,0.1263066878106638,1519.5983431259642,Persuadables (TARGET)
705,44,3,105934.96,1,1,0,82463.69,0,True,False,True,0.8632573638112389,9534.1464,1,1,0.1622676186403707,1497.083232096663,Persuadables (TARGET)
650,46,9,149003.76,2,1,0,176902.83,0,True,False,False,0.667884744356286,13410.3384,1,1,0.1153031668323175,1496.2544858130343,Persuadables (TARGET)
598,53,10,167772.96,1,1,1,136886.86,0,True,False,True,0.4860274659256955,15099.5664,0,1,0.1018470500117738,1487.8462942969002,Persuadables (TARGET)
627,44,6,153548.12,1,0,0,35300.08,1,False,False,True,0.6176492920309391,13819.3308,0,0,0.1104360339172468,1476.1520849424544,Persuadables (TARGET)
661,44,1,141136.62,1,1,0,189742.78,1,True,False,True,0.8569904225177521,12702.295799999998,1,0,0.1201455143971972,1476.1238629163577,Persuadables (TARGET)
850,43,0,108508.82,3,1,0,184044.8,1,True,False,True,0.8403904327524278,9765.7938,0,0,0.1558056713716832,1471.566059486422,Persuadables (TARGET)
622,30,2,158584.82,3,1,0,142342.55,1,False,False,False,0.8717712137370843,14272.6338,0,0,0.1065389961291747,1470.592077171329,Persuadables (TARGET)
705,44,10,106731.58,1,1,0,137419.87,1,True,False,False,0.8845491010970865,9605.8422,1,0,0.1582961022890675,1470.5673794638417,Persuadables (TARGET)
847,41,3,101543.51,4,1,0,16025.17,1,True,False,False,0.7143821862856495,9138.915899999998,0,0,0.1647032924176134,1455.2095378576769,Persuadables (TARGET)
713,48,1,163760.82,1,0,0,157381.14,1,False,True,False,0.7880069004812887,14738.4738,0,0,0.1020811480091355,1454.520325406567,Persuadables (TARGET)
637,46,2,143500.82,1,1,0,166996.46,1,True,False,False,0.9083679114079272,12915.073799999998,0,0,0.1153139124791355,1439.2876898347768,Persuadables (TARGET)
658,44,6,148481.09,1,1,0,130529.13,0,False,False,False,0.6858147076406753,13363.298099999998,1,1,0.11102218743911,1433.6225864629034,Persuadables (TARGET)
656,46,7,141535.52,1,1,0,50595.15,1,True,False,False,0.8964690652315942,12738.1968,0,0,0.1163066184420189,1431.5365948569467,Persuadables (TARGET)
560,44,5,143244.97,1,1,0,98661.27,0,False,False,False,0.7143100586085481,12892.047299999998,0,1,0.1147844037989713,1429.8059630786383,Persuadables (TARGET)
645,49,4,160133.88,1,0,1,88391.97,0,True,False,True,0.6510406361720112,14412.049199999998,1,1,0.1025315889928494,1427.690305119124,Persuadables (TARGET)
644,44,8,106022.73,2,0,0,148727.42,0,True,False,False,0.7027297967341279,9542.0457,1,1,0.1541190131574957,1420.610666787726,Persuadables (TARGET)
532,44,3,148595.55,1,1,0,74838.64,1,False,False,True,0.7080847209813713,13373.599499999997,1,0,0.1085573446311803,1401.802449880881,Persuadables (TARGET)
716,44,6,155114.9,1,0,0,133871.83,0,False,False,False,0.6147340334268564,13960.340999999997,1,1,0.1038943604873817,1400.400700380775,Persuadables (TARGET)
656,44,10,143571.52,1,0,0,127444.14,0,False,False,True,0.6609392085751804,12921.4368,0,1,0.1117079361594701,1393.4270371430284,Persuadables (TARGET)
591,44,10,113581.98,1,1,0,1985.41,0,True,False,False,0.8327148651262469,10222.3782,1,1,0.1392609169273033,1373.5777613096768,Persuadables (TARGET)
504,44,0,131873.07,2,1,1,158036.72,1,True,False,False,0.639735813611998,11868.5763,0,0,0.1190597981050722,1363.0702980726458,Persuadables (TARGET)
483,44,5,136836.49,1,1,0,192359.9,1,False,False,False,0.7105182579873467,12315.2841,0,0,0.1134574092962849,1347.2602287337295,Persuadables (TARGET)
634,44,9,149961.11,1,1,0,57121.51,0,False,False,True,0.6671807230535901,13496.4999,0,1,0.1028901241597837,1338.6565504335083,Persuadables (TARGET)
645,47,9,152076.93,1,1,0,121840.2,1,True,False,True,0.8773010839457674,13686.9237,0,0,0.101423580795338,1338.1768117265776,Persuadables (TARGET)
608,44,7,114203.47,1,1,1,77830.36,1,True,False,True,0.7583274753593752,10278.3123,1,0,0.1327384859285788,1314.3276126030887,Persuadables (TARGET)
638,42,8,145177.84,1,1,0,193471.74,1,True,False,True,0.6738295594366676,13066.0056,0,0,0.1009772181645919,1269.3688980109798,Persuadables (TARGET)
430,49,3,137115.16,1,1,0,146516.86,1,True,False,True,0.8596486133008068,12340.3644,0,0,0.1060713763058389,1258.959436023579,Persuadables (TARGET)
576,44,9,119530.52,1,1,0,119056.68,1,True,False,True,0.8763330345189649,10757.7468,0,0,0.1194722542066746,1235.2522603806406,Persuadables (TARGET)
590,44,3,139432.37,1,1,0,62222.81,0,False,True,False,0.6471811370077971,12548.9133,1,1,0.101827251025056,1227.8213446907648,Persuadables (TARGET)
783,42,2,139707.28,1,1,0,2150.22,0,True,False,False,0.5496786517580752,12573.6552,1,1,0.1003529077592354,1211.802860482031,Persuadables (TARGET)
650,48,7,138232.24,1,1,0,57594.78,0,True,False,False,0.9192570941644372,12440.901599999996,1,1,0.1006150704449951,1201.7421908832528,Persuadables (TARGET)
749,29,7,137059.05,3,1,0,102975.72,1,True,False,False,0.8285758051573469,12335.3145,0,0,0.1001227302559129,1185.0453663053522,Persuadables (TARGET)
669,42,1,103873.39,1,1,0,148611.52,0,True,False,False,0.7010936151090488,9348.6051,1,1,0.1318015607723032,1182.160743223914,Persuadables (TARGET)
674,44,4,131593.85,1,0,1,171345.02,1,True,False,False,0.7834936004481992,11843.4465,0,0,0.1034237169393711,1174.8932584025858,Persuadables (TARGET)
510,44,4,123070.89,1,1,0,28461.29,1,True,False,False,0.8698667847243928,11076.380099999998,0,0,0.1064794809400145,1129.4072037423066,Persuadables (TARGET)
703,44,6,98862.54,1,1,0,151516.7,0,False,False,True,0.6462976597782053,8897.6286,1,1,0.1324447179035108,1128.4439099372105,Persuadables (TARGET)
616,41,1,103560.57,1,1,0,236.45,1,True,False,False,0.6462367529366492,9320.4513,0,0,0.1252075477658889,1116.9908513443918,Persuadables (TARGET)
612,44,2,115163.38,1,1,1,97677.52,1,True,False,True,0.7663674794895422,10364.7042,1,0,0.1109769980250631,1100.2437575337633,Persuadables (TARGET)
670,42,5,49508.79,3,1,1,100324.01,0,True,False,False,0.5172891773271041,4455.7911,1,1,0.2554181793933638,1088.090050519154,Persuadables (TARGET)
667,37,5,92171.35,3,1,0,178106.34,1,True,False,False,0.8714152628270329,8295.4215,0,0,0.1341956962618951,1063.2098639783942,Persuadables (TARGET)
610,69,5,86038.21,3,0,0,192743.06,1,True,False,False,0.9117400034502378,7743.438899999999,0,0,0.1417695022262301,1047.783478372227,Persuadables (TARGET)
669,44,8,96418.09,1,0,0,131609.48,1,False,False,False,0.7098746614550199,8677.6281,0,0,0.1234744122673863,1021.4650295224562,Persuadables (TARGET)
505,33,3,106506.77,3,1,0,45445.78,1,True,False,False,0.8541135904234717,9585.6093,0,0,0.1082289333146992,987.4402697104608,Persuadables (TARGET)
507,46,8,102785.16,1,1,1,70323.68,0,True,False,False,0.7564902355619176,9250.6644,1,1,0.1079365037505506,948.4843727056852,Persuadables (TARGET)
544,44,2,108895.93,1,0,0,69228.2,1,True,False,True,0.8821165177555957,9800.633699999998,1,0,0.1007690707037249,937.6007502566096,Persuadables (TARGET)
783,44,3,81811.71,1,1,0,164213.53,1,False,True,False,0.735544600417909,7363.053900000001,1,0,0.1308100194874621,913.1612241462344,Persuadables (TARGET)
554,44,6,92436.86,1,1,0,126033.9,0,False,False,False,0.7361206866598594,8319.3174,1,1,0.1090958421085194,857.6029375210583,Persuadables (TARGET)
617,39,5,83348.89,3,1,0,7953.62,1,True,False,False,0.8615320390889526,7501.4001,0,0,0.1184127832552687,838.2616641523515,Persuadables (TARGET)
644,44,5,73348.56,1,1,0,157166.79,1,False,False,True,0.7001904155809521,6601.3704,0,0,0.1185108509298402,732.3340234070599,Persuadables (TARGET)
700,44,2,58781.76,1,1,0,16874.92,0,False,False,False,0.6946391608877407,5290.3584,1,1,0.1323660418794862,650.2638015318915,Persuadables (TARGET)
547,39,6,74596.15,3,1,1,85746.52,1,True,False,False,0.88882503891138,6713.653499999999,0,0,0.1012820074329905,629.9723036895231,Persuadables (TARGET)
686,44,7,55053.62,1,1,0,181757.19,0,False,False,False,0.698001272125225,4954.8258000000005,1,1,0.1206355891204935,547.7283293724208,Persuadables (TARGET)
